conversation_id,customer_message,intent
2975717,"High Sierra trashed the media keys. Two problems: Now I can't control iTunes/Spotify, and there's no sound when connected to a bluetooth device and Safari is open. Works fine with Firefox but not Safari.",Sound & Bluetooth
2700991,hey if you guys could fix the billing information stuff that'd be great. Stuff definitely needs fixing on the App Store.,Apps & Storage
1568230,"can someone help me, I want to gift a song on iTunes but I need payment method on my acc. I already have £12 through voucher though? @115858",Apps & Storage
1977511,hey Apple. How are you meant to update ye apps if you can’t get into the App Store. Your phones are shite,Apps & Storage
2618394,A few days ago I downloaded th latest update. My friend came to me with his phone not working showing only your logo and a black screen. When I returned home my father had the same problem. Now I do too. I believe it's on loop restart? Is it about Arabic long text?,Screen & Camera
940575,@128100 @157399 @AppleSupport found this weird UI bug while searching in iOS 11.0.3 [URL],Keyboard
1121699,my 5s is not charging after recovering from loosing my contacts- problems with 11.0.3?,Battery
238027,-Sending new unopened unlocked iphone 8 back if no fix for battery drain issue on ios11. 6S plus drains 10% in 10 minutes!,Battery
2607738,"I'm using iphone 6s (10.3.3) shall i upgrade to ios 11.1.2 , is battery draining problem solved in ios 11.1.2 ?",Battery
1626577,"old 6S iCloud backup “cannot delete at this time”, been trying for 2 days now. Can you help me get rid of it?",Apps & Storage
2455375,"My phone keeps saying I’m using the wrong password when signing into my WiFi, but I’m not, I even copied and pasted the password. it’s been like this for a few day now, what’s wrong ?",Apple ID
743450,What can I do about camera focus? @115858 @AppleSupport #ios11 #ios1102 [URL],Screen & Camera
2042197,ios 11.0.2 just killed my iphone 7 plus battery...,Battery
2512765,@115858 you guys need to fix the battery like come on bro in like two minutes 20% of my battery is gone,Battery
1616732,why is the letter i sending as a question mark in every one of my messages?,Keyboard
2355889,"Hello @AppleSupport, I gave my father my old iPad, with an Apple ID I no longer remember the details for, nor is remembered by the iPad. How can I clear it, to sign him in with a newly created Apple ID? [URL]",Apple ID
629765,Are there any issues in iOS 11 you’re still working out? I have had hesitation and stuttering playing music with Bluetooth and AirTunes since I upgraded.,Sound & Bluetooth
2210652,"My iPhone 6 iOS 11.1.2 cannot open the @118936 in Germany, Siri App Search ok. Tried with different accounts, changed time settings and done a full reset. Siri Only with an US Account connecting to US App Store works. Same account ok on iPad. Can you please help @AppleSupport [URL]",Apps & Storage
1507306,I pre-order on iTunes.. get 5 songs. Other 6 just came out and now first 5 disappear off my phone..thanks @115858 way to ruin my day #pissed [URL],Apps & Storage
340914,"I might be getting to the stage where im done with @AppleSupport and my iphone, touch screen won't work. Thinking of a jump to Android.",Screen & Camera
1503975,"i forgot my password, and now i dont use this number",Apple ID
1982888,.@115858 IOS update is a piece of shit. I don’t care for new emojis I’d rather my battery lasted a few hours & I could hear people when rang,Battery
288352,@115858 fix the damn Battery Life issues. I have done all the updates and my bat life has fell off exponentially. About 4 hours till hit20%,Battery
322346,I have a iPhone 7 but no Portrait Mode ?! [URL],Screen & Camera
2004303,"Not sure what’s going on, but I️ straight up can not type on my iPhone without that A ? bug. It’s awful. @AppleSupport are you fixing this?",Keyboard
589563,"Hey, @AppleSupport! iTunes 12.7.1.14 on macOS 10.13.1 (17B1003) [URL]",Apps & Storage
1394036,i need to book an appointment in a store to pre order the X on the iPhone payment plan not the upgrade. But no one is helping.,Other
2302685,why can’t you make a Genius Bar appointment online? Can’t get there from here!,Other
1346345,Never noticed so many iPhone issues before. The Worst is Iphone freezing every day. Any indication of a SW fix @AppleSupport ?,Phone Performance
1823018,"@116333 battery life on iPhone 7 just not practical since iOS 11, plus all the bugs. Time to look around 👎",Battery
1950501,why is Bluetooth turned on every time I charge my phone?,Sound & Bluetooth
584750,"Hi, I cancelled a subscription for FilmMaker Pro on the App Store, but I have still been charged £44.99 for a whole year?",Apps & Storage
631834,🗣MY AIRPOD WONT WORK. HELPPPPPPPPPPPP @AppleSupport,Sound & Bluetooth
1959552,@115858 my mother in law got an email from apple about her Apple ID and I’m not sure if it’s original could you help me I have a screen shot.,Apple ID
1481896,"Why does my phone want to autocorrect I️,O, and U to a square with a question mark???? @AppleSupport [URL]",Keyboard
2843907,I really don’t want to hang with @115858 anymore. They are just as garbage as everyone else now. My phone has been restoring for days. I lost all my work stuff and my iCloud Drive won’t sync. Quality products needless to say.,Apps & Storage
2534841,I keep getting a “try another Apple ID” error when trying to login after restoring my phone to factory resets. I’m sure it is correct though. Can you help me with this?,Apple ID
627893,"Send my iPhone to @115858 with a cracked screen, they send it back with broken seal, missing screws & missing bracket... And still a broken screen #dodgy #liars #boycottapple [URL]",Screen & Camera
441095,"Since the new iOS update, I can't use my headphones with Spotify, It defaults to iTunes instead. Not cool. How do I fix it?",Sound & Bluetooth
1710649,"Hey, @AppleSupport, my iPhone 7 keeps respringing when trying to setup for the first time. Trying over both WiFi and iTunes, same problem.",Apps & Storage
1301331,what’s with the multiple people including myself and 3 friends that have over $90.00 in unauthorized charges from iTunes?,Apps & Storage
1802392,had to change password & now having trouble signing into iCloud. Telling me to sign in w/ other device????,Apple ID
2320385,Seems to be a bug with new high sierra update - media buttons no longer control background iTunes music but instead respond to current foreground app (ie. safari)- is this a bug or just a crap intentional change?,Apps & Storage
2056397,iPhone was working fine until software update appeared as a notification. Battery is draining and I haven’t even updated!,Battery
2058100,"Dear @AppleSupport IOS 11 update has made my phone so slow, the battery is dying quickly and it doesn’t stop freezing 🙃",Battery
2439788,".@AppleSupport my phone automatically installed an update last night and it won't finish (waited 4+ hours on one try, 5 tries in total over 8 hrs). I put my phone in recovery mode but cannot update/restore via iTunes. Is there any way to fix w/o sending my phone in for repair?",Apps & Storage
1138025,Every since I updated my iPhone 7 to iOS 11.3 my screen keeps freezing and becoming unresponsive.,Phone Performance
1679158,can’t get the sound of MacBook to play via my Bluetooth speaker despite pairing up,Sound & Bluetooth
1748744,Sooo is @115858 going to fix this I️ ? thing or nahhhh,Keyboard
1996156,@115858 can someone please explain why my camera roll videos are buffering? Bit dodge,Screen & Camera
2757513,"this fake page is scamming ITunes users, via email can you do something? bigponcs-support-centralus-online.asukaorue",Apps & Storage
1874837,MY BATTERY IS SWOLLEN OR SOMETHING!!!,Battery
1007651,@115858 your App Store isn't working! What the hell!?,Apps & Storage
945674,i need to erase my iphone that got stolen ASAP!!! i can't see the verification code cause it got stolen please help,Apple ID
306100,I do not care about 70 new emoji ios11.1 does not fix my battery life. 🔋how bad it is since I updated ios11!🤬🤯 @AppleSupport,Battery
1650083,@115858 can you fucking fix this stupid ass shit that keeps happening every time i want to type the letter I️ ******** 🤬🤬,Keyboard
114525,"since the last update, my Bluetooth will not stay connected in my #VW #iosupdate #iphone #frustrated #applesupport #bluetooth",Sound & Bluetooth
745130,@115858 PLEASE fix your NEW update. Incredibly frustrating. Phone freezing regularly and load times are SLOW! #FrustratedCustomer #Help,Phone Performance
2294459,okay so i put my headphones in my pocket and they break. i get out my old headphones and they're greasy and stink. @AppleSupport help please,Sound & Bluetooth
333656,Hey @115858 i need to permanently delete my iCloud account and i can't do this. Help me please.,Apple ID
557864,Hey @25477 @115858 WHY THE FUCK IS MY BLUETOOTH NOT WORKING,Sound & Bluetooth
2488621,"@115858 @AppleSupport so you change my delivery date for the #iphonex to the day after thxgvg w/o contacting me 1st to see if I'm traveling, that w/end? Then you can't come up with a better plan than to delay my shipment? you don't offer me anything for my time????????",Other
2695057,this ios 11 garage band app crashing bug is sooo annoying like i'm tryna do a cover can you guys fix this already ty @AppleSupport,Apps & Storage
356126,"@115858 Y is iTunes helpline not affiliated?THREE times,ovr an hr. ea. GAVE THEM ACCESS TO CONTROL MY PHONE. End result ""go into the store""",Apps & Storage
905815,Laptops speakers are busted. Thats my third broken apple product in under a year :(. #SitarayGardishMai,Sound & Bluetooth
238925,"Hello @AppleSupport I have an issue unlocking my Apple ID , can't remember two of my security questions and the email method is not working",Apple ID
33349,@115858 appstore giving me grief AGAIN trying to update xcode been at '0 bytes of 5G - less than a minute' for hours now.,Apps & Storage
258941,Arrrggghhh ... @118721 @AppleSupport why can’t I use #iTunes !!!,Apps & Storage
118103,"I have a question, if I were to get a new computer, how would I transfer my songs on iTunes on my old computer to iTunes on my new computer? Asking because I may get a new computer",Apps & Storage
493517,why has the ios 11.03 update reduced my battery life by 50% ??? Only had this phone 3 weeks! #iphoneX #Shocking #NeedItSorting,Battery
1995416,Hey @AppleSupport I’m having trouble typing the letter I️. It shows up as an A followed by a box in many different applications,Keyboard
2121622,Is anyone else’s Apple Music not working this morning? @AppleSupport,Apps & Storage
1035263,"dear Apple, a notification on Settings app asked for my passwords saying it was for Two Factor something? Is it real? Or scam",Apple ID
41594,Hey guys just upgraded to IOS 11.0.3 Battery drain horrendous on my 6s. NEVER seen it so bad!!! Can you please improve this..😔,Battery
127147,my phone is fucked since iOS11. Instagram has major flaws. Phone is slow and crashes. FIX IT. ASAP!!!,Phone Performance
1845482,Getting really tired of my iPhone and Mac freezing and the fan going bonkers. There's something terribly wrong with High Sierra and iOS11 that needs fixing ASAP @AppleSupport,Phone Performance
1699780,what’s going on with the random symbols with the letter I️,Keyboard
1476494,What is going on with the letter I️? Please help @AppleSupport,Keyboard
545321,"IPhone keeps going to lock screen every few minutes. Blank screen with circle shows up, then goes to lock screen...",Screen & Camera
1687682,"@115858 you guys gotta stop making my phone freeze, I’m too broke for this",Phone Performance
2987723,Is anyone having #iphone issues with there phone freezing randomly I have the 7 pulse updated to iOS 11.2 the newest version. Wtf is going on???? 🤬😡🤬😡🤬 @115858 @AppleSupport #whycan’tyouguysgetitright #stopmakingnewphonesuntillyoulearntomaketheoldonerunrite,Phone Performance
1920464,why my iP+ freezes? Messages icon blacked out and then phone freezes after 10/15sec! Reset is necessary to use it again!!,Phone Performance
1341735,@115858 Verizon won’t help me with my issue. I can’t hear on my iPhone 7plus unless it’s on speaker phone. Don’t with buying iPhones,Sound & Bluetooth
686612,why does Bluetooth & WiFi not stay off when using control panel rather than menu so hotspots still appear? #irritating #ios11,Sound & Bluetooth
998107,"AppStore search is broken, and not in its usual way... “remote control” works, but “remote for mac” gets this. Losing a lot of $ @123857 [URL]",Apps & Storage
2975831,I lost that stupid converter and I can’t use my headphones without it.,Sound & Bluetooth
2944440,"Is there any bug with Notification Center iTunes widget on HighSierra ? I’m using AppleMusic on iTunes to play songs, but widget don’t recognise it !🐔🐞 @AppleSupport [URL]",Apps & Storage
991125,"@116333 ur #icloud sync is screwed up & I m paying for it, #ios11 has slowed my #iphone6 U r loosing it #bitbybit #nextnokia",Apps & Storage
2799457,My phone is on charge but it’s losing battery.. Nice one @115858 👌🏻,Battery
774118,@115858 what did you do with these updates? My phone is lagging or not responding to 2 touch and the iMessage displays with the keyboard and,Keyboard
2616593,@115858 your update made my phone slow,Phone Performance
1634540,why does my phone freeze and restart all the time??? It’s getting frustrating!! I have an iPhone 7,Phone Performance
2142329,Also @115858 needs to fix the whole “I️ “ thing ever time I️ type the letter i .....,Keyboard
2068588,"After getting my iPhone 8 Plus, why aren't my downloaded ringtones working? App Store broke today too.",Apps & Storage
1931176,@115858 @AppleSupport What have you done to our phones. Battery life plummets (I’ve been on a flight on airplane mode!) contact list’s a mess,Battery
199383,"my iPhone 6 is well and truly struggling on iOS11, any tips to reduce freezing, random restarts and lagging. My airpods 1/2",Sound & Bluetooth
1771202,"Phone keeps freezing/restarting. iMessage freezing, not coming through. Apple Music freezing/not starting. Wtf @AppleSupport",Phone Performance
848106,How do you get a new passcode if you forget it along with your security questions?,Apple ID
769016,@115858 your update is killing my battery. Stop the fraud! This is my last iPhone. You lost a loyal customer,Battery
1478381,Hey @115858 this new update ... 🤦🏾‍♀️ killing my battery ... just 😫😫😫,Battery
2626438,"havin so many issues since updating iOS. Phone freezing, issues connecting to wifi, apps crashing, alarm sound not going off.",Phone Performance
2149174,"Hey @AppleSupport when are y'all going to fix the weird thing that happens every time you type ""I"" on your iPhone? Ya know, that weird symbol and the deleted second half of your message.",Keyboard
2341809,#imessage blank screen? Delivered? @AppleSupport #iOS111 [URL],Screen & Camera
1864582,updated my IOS. Now my wifi and Bluetooth turn on automatically. How do I turn that off?,Sound & Bluetooth
2702098,I am having trouble with my verification code every time I put the one thats sent to me it says its incorrect please help,Apple ID
1557833,my iPhone X Bluetooth connection to my car and more importantly to my Airpods keeps disconnecting when I invoke Siri. Help!,Sound & Bluetooth
2319816,please answer my call my Apple ID is disabled and I don’t know why. [URL],Apple ID
1833821,"Pls fix 11.0.3 @AppleSupport my phone freeze all the time opening any app, doesnt work at all. Cant do shit. This sucks dick. #6s #fkthisbs",Phone Performance
2599495,what is this A? Think that is substituting for i?,Keyboard
1470778,I keep getting duplicate text messages and my Live Photo setting will not stay off even though I have followed the steps,Screen & Camera
1176346,"since last update, screen freezes. [URL]",Phone Performance
2771889,"Every time I try to open the App Store, I doesn’t load... Then it fails to retry... [URL]",Apps & Storage
2439777,what’s the deal with the iPhone X & Bluetooth pairing? I cannot get anything to connect. I had no issues with my iPhone 6+. Is there a patch coming out to fix this issue?,Sound & Bluetooth
1470892,My iPhone won’t sync my iTunes playlists anymore. It wiped them off the device. Any ideas?,Apps & Storage
2133440,"My iphone x battery percentage worked perfectly well before upgrading to ios 11.1, now the percentage seems to get stuck at 80% or higher, which requires a restart for it to jump up and the same process again as it doesn't seem to increase",Battery
1877853,"my phone is slower than ever, I have the update 11.0.3 and also the battery does not last one day, solution please",Battery
539855,I hope you can help me. My Safari and Spotlight keep on crashing in my Macbook Pro.,Apps & Storage
778343,iPhone keeps freezing 😫 too bad @115858 once known for its quality is going downhill so fast. Not buying a new one 👎🏼,Phone Performance
2330952,Hi @AppleSupport 🙋🏻 I recently changed my pw + set up 2FA & then managed to get myself locked out of my account by forgetting the new pw...,Apple ID
2845669,I literally just got 2 iphone 8 and the speaker does not sound right on both of them 😡🤔,Sound & Bluetooth
456108,Just updated the software of my iPhone 6s to the new iOS 11.1.2 and is pure rubbish! the phone keeps crashing the whole time... I just created my first Twitter account to complain @115858 - any solution?,Phone Performance
1857821,"If you want a landline again instead of a mobile phone, just download the new @115858 #ios11update . Battery life now nil. #fail #iphone",Battery
753922,not only does my phone restart netime I use the front camera but now my phone buzzes on calls. It’s updated. #iphone8plus,Screen & Camera
2284090,@115858 @89562 the two step verification code sucks. Can’t do it fast enough to work on TV. #appleUpdates suck. #ruinedAppleTV,Apple ID
2237355,my Apple ID is locked and my phone text messaging isn’t working. #catch22 Should I️ go to a Genius Bar to resolve in person? 😕,Apple ID
2783353,you are sending me a shipment on an inconvenient date and @115817 say that only you can change the date,Other
2385189,"hello,, i am facing in issue with itunes,, i cant backup my phone it shows itunes cant read iphone!!!",Apps & Storage
1930979,"Husband trying to change shipping address. Website says to call, but then gets “high call volume” hang up. What can he do?",Other
582819,hey u gonna fix the bug that keeps restarting my phone cause I'm about to switch to samsung lol,Phone Performance
826294,@115858 @AppleSupport WTF is going on with there APP store??? 3 days and can’t update anything.,Apps & Storage
2006967,"@115858 My phone is eating battery life like a fuckin goat and all my friends are getting their iPhones today, another coincidence huh?",Battery
1807698,"@116333 why no surprise that new iOS update has ruined my iPhone6?? Same story as ever. Screen freezes, apps freeze, crap.",Phone Performance
2282259,"Why can’t my keyboard keep up with my typing on anything, half the time it freezes & exits messages & deletes everything I typed. 🙄 swear a new iPhone comes out & all the old ones start failing @AppleSupport",Keyboard
2794378,"@115858 so you make your own format but your own program won’t read it. That’s awesome, props for the thoughtfulness 😂 so all my story was to ask:please implement caf support in itunes, guys!",Apps & Storage
1541164,I can’t restore from my iCloud backup on my iPhone X because the 11.2 beta doesn’t work. Help?,Apps & Storage
2467691,iOS 11.0.3 sometimes removes the clock/date from the home screen. Blank screen when I press power button. What's the deal??,Screen & Camera
2285323,"barely used my phone the past two hours, all on wifi, background updates off and still lost 30 percent battery life. What’s up??? [URL]",Battery
495165,"My iphone X and my ipad pro don't connect via handoff. Tried rebooting, turning WiFi and Bluetooth on and off - nothing. Any ideas",Sound & Bluetooth
1048071,Why do I keep getting an ! icon in the corner of my photos on my iPhone? I’ve got iCloud Photo Library turned on.,Apps & Storage
990432,I feel like my iPhone 8+ battery dies quickly,Battery
1803138,"Thanks @115858 for the OIS update. Can’t change my ringer volume, no sound in SC videos with ringer off smh",Sound & Bluetooth
433153,"Dear @AppleSupport My ip7 keeps on glitchy, apps don’t open, lock screen freezes and goes black since I’ve update to iOS11-0.2. Suggestions?",Phone Performance
2925629,@115858 needs to update their shit my phone keeps freezing and safari is slower than dirt it’s ridiculous,Phone Performance
1807893,my speaker phone is still not working after updating to iOS 11. Already went in & got a replacement 7+ and still having probs,Sound & Bluetooth
1391047,"Hey @AppleSupport I’d love to use my earpod controls with podcasts, but it keeps opening Apple Music. Is there a fix?",Sound & Bluetooth
595825,"My main problems with @115858 watch, so far: - often LTE connection drops (probably due to the antenna size) - AirPods auto connect does not work (only manual connect) - no support in official podcast app - too big for smooth gym experience - too big for sleep - battery",Sound & Bluetooth
857114,"plz advice what is status about performance of SE 32 gb after updating iOS11, is it getting more slow and battery consume ?",Battery
1311432,"Hi, App Store not working! Can’t download or update any apps. Any help ?",Apps & Storage
14332,@115858 I updated my iPhone and now the Bluetooth is constantly on. Why?,Sound & Bluetooth
1650087,"IOS11 Blows, This Shit Keeps Draining My Battery.",Battery
991770,please help! I can't verify my apple ID with verification code because I no longer have the the trusted number,Apple ID
375590,"@115858 need help with my apple id, won't let me log in and said you would contact me in 24 hours, well it's been 48+ and I've heard nothing",Apple ID
2806696,@115858 I’m tired of these petty keyboard issues. I mean to type “It” and my phone typing I.t 😒,Keyboard
1824515,"Hey @AppleSupport , why can I not do anything about my falsely created family sharing iTunes account through iTunes? I don't own an iPhone.",Apps & Storage
401652,"So... after getting the new @115858 iOS update, my phone just randomly turns on WiFi and Bluetooth constantly when I have them off",Sound & Bluetooth
2343867,why is my husbands phone repeatedly showing this when he is connected to WiFi? [URL],Keyboard
148084,my Apple Music is constantly crashing - I can’t even open the app! This recent iPhone updates have been shocking - I’ve had nothing but problems,Apps & Storage
188386,"I am a resident of mumbai , India I had purchased IPhone 7 from USA after installation Of iOS 11 my front camera is not working @115858",Screen & Camera
2078927,"FYI re: iOS11 on iPad Air - fast battery drain; hard reboot and some apps open, even tho closed before reboot",Battery
802447,"Dropbox app on iPhone downloads full size pix to upload, but Photos app doesn’t ever readjust and storage is full",Apps & Storage
2544484,why everytime I type “is” does my phone autocorrect to “I.S.I.S” automatically? I’ve literally never typed isis before,Keyboard
1577333,Facing Battery draining and phone heating issues after updating my iphone 8 plus to IOS 11.1,Battery
523023,hey I’m having problems with my iPhone X. It’s stuck on “setting up your Apple ID” and I cannot restart it. Please help!,Apple ID
