conversation_id,customer_message,context,intent,escalation_label,escalation_reason
2237383,"Today i got asked for my apple id password, i filled in the right one, then i had to change it WHY?","[Customer]: Today i got asked for my apple id password, i filled in the right one, then i had to change it WHY?
[AppleSupport]: We'd like to hear more about this. Did you receive a prompt on your Home Screen to enter your credentials, or were you asked somewhere else for your credentials?
[Customer]: Yeah i got a request at my home screen and get into the settings, but now ireseted my password and now all is working well",Apple ID,ESCALATE,"Involves sensitive credentials, password reset, or account lockout requiring private identity verification."
2029718,HEY @AppleSupport WHY CAN I️ USE THE LETTER I️?!?!?!?! WHY DOES THIS WEIRD SYMBOL POP UP 😡,"[Customer]: HEY @AppleSupport WHY CAN I️ USE THE LETTER I️?!?!?!?! WHY DOES THIS WEIRD SYMBOL POP UP 😡
[AppleSupport]: Here’s what you can do to work around the issue until it’s fixed in a future software update: [URL] [URL]
[Customer]: @600210 Wow, timely service on social media. That's great! Glad they fixed you up Ayreis! Must be the all caps worked.",Keyboard,AUTO-HANDLE,"Known iOS 11 keyboard autocorrect bug with an official, safe self-service Text Replacement workaround."
1936730,"Ios 11 software included many errors. Now with 11.0.3, whatsapp messages has not received. @115858","[Customer]: Ios 11 software included many errors. Now with 11.0.3, whatsapp messages has not received. @115858
[AppleSupport]: We'd love to work more with you on this. Meet up with us in DM with more details to get started. [URL]",Apps & Storage,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
592243,I have problem with the iCloud that didn’t pass all the contact to an iPhone X. Do you have any solution?,"[Customer]: I have problem with the iCloud that didn’t pass all the contact to an iPhone X. Do you have any solution?
[AppleSupport]: Let's take a look together! To start, can you DM us more information about what occurred? Also, is this occurring on multiple devices or just the iPhone X? [URL]",Apple ID,ESCALATE,Apple ID credential and account management involves private authentication requiring human/secure handling.
2440882,"iMessage on two Macs, both running Sierra. One correctly identifies the name of contacts through the address book. The other only displays the name if the number begins with +447 … Locale set correctly. Signed in and out of iCloud. This is so frustrating. @AppleSupport","[Customer]: iMessage on two Macs, both running Sierra. One correctly identifies the name of contacts through the address book. The other only displays the name if the number begins with +447 … Locale set correctly. Signed in and out of iCloud. This is so frustrating. @AppleSupport
[Customer]: @700031 @AppleSupport I have the same issue between my phone contact book and my Mac contact book. Apple really is a bit shit at the moment.
[AppleSupport]: We're here for you. Send us a DM, and we'll take a closer look at your contacts together. [URL]",Apps & Storage,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
2595487,The new iPhone update is making the Bluetooth in my car glitch. @115858 gimme my coins,"[Customer]: The new iPhone update is making the Bluetooth in my car glitch. @115858 gimme my coins
[AppleSupport]: Thanks for reaching out to us for support. We would love to help you. Please DM us so that we can look into this together. [URL]",Sound & Bluetooth,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
271878,@115858 My battery life is draining after the 11 update. Any fixes for that?,"[Customer]: @115858 My battery life is draining after the 11 update. Any fixes for that?
[AppleSupport]: Hey, we can take a closer look into the battery life. Send us a DM and we'll work together from there. [URL]
[Customer]: I think i I fixed it. One app was on refresh loop in the background. I uninstalled/reinstalled it. Battery seems fine now!!",Battery,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
1882488,My iphone7s microphone doesn’t work. when i make calls or video calls no one can hear me. i’ve tried everything.,"[Customer]: My iphone7s microphone doesn’t work. when i make calls or video calls no one can hear me. i’ve tried everything.
[Customer]: don’t send me one of those article things. it doesn’t work. i use my PHONE to CALL. ? and now calling doesn’t work bc of ios11...wow.
[AppleSupport]: No worries about the article, we can go over all the steps together and get your mic working again. Please DM us. [URL]",Sound & Bluetooth,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
2050211,"@115858 last update doesnt work. Didnt experience any crackling sound, but now I do. #apple #iPhone6 #iOS11.0.2","[Customer]: @115858 last update doesnt work. Didnt experience any crackling sound, but now I do. #apple #iPhone6 #iOS11.0.2
[Customer]: @115858 Cracks are gone, but iPhone still crashes frequently. #iPhoneUpdate #ios1102
[AppleSupport]: We'd like to see how we can help with this. To get started, send us a DM with more information. We'll go from there. [URL]",Sound & Bluetooth,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
2734107,"My battery is draining very fast on my iPhone 6... just getting 2-2.5 hours of screen on time,,, this is not accepted🤦🏻‍♂️🤷🏻‍♂️","[Customer]: My battery is draining very fast on my iPhone 6... just getting 2-2.5 hours of screen on time,,, this is not accepted🤦🏻‍♂️🤷🏻‍♂️
[AppleSupport]: We know battery life is important and we'll do everything we can to help. Take a look at this article which has some tips to maximize battery life by adjusting some settings and let us know how it goes: [URL]
[Customer]: I have used all of there remedies very before... I think it is a problem with iOS 11 because on iOS 10 I was getting about 4.5-5 hours of screen on time my iPhone lasted all the day... now I need to charge me iPhone twice to be on charge all day. Frustrating 🤯",Battery,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
1781114,My iPhone won’t back up & states I don’t have enough storage? I have deleted everything from the cloud. @115858 fix this I’m tired,"[Customer]: My iPhone won’t back up & states I don’t have enough storage? I have deleted everything from the cloud. @115858 fix this I’m tired
[AppleSupport]: Let's take a closer look at your storage together. DM us with details, and we'll see how we can help. [URL]",Apps & Storage,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
1795851,"reset my Apple Watch and it updated but won't pair to my phone, it's stuck on the software up to date and no way to continue @AppleSupport","[Customer]: reset my Apple Watch and it updated but won't pair to my phone, it's stuck on the software up to date and no way to continue @AppleSupport
[AppleSupport]: We want to help. It looks like you may have done a restart. DM us if that helped and we'll continue support there. [URL]",Sound & Bluetooth,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
1138016,@118721 @AppleSupport @115858 Can someone please tell me. Why i got charged for 1600 for itunes,"[Customer]: @118721 @AppleSupport @115858 Can someone please tell me. Why i got charged for 1600 for itunes
[AppleSupport]: We'd love to look into this with you. To get started, reach out to our iTunes Support team: [URL]",Apple ID,ESCALATE,"Involves sensitive financial transactions, billing disputes, or payment details requiring human account review."
2293093,what is with this freaking keyboard in recent update. I’m so sick of correcting numbers sneaking into my words I’m now willing to look at other products,"[Customer]: what is with this freaking keyboard in recent update. I’m so sick of correcting numbers sneaking into my words I’m now willing to look at other products
[AppleSupport]: We want to help. Let's continue in DM. [URL]
[Customer]: God I’ve been tweeting constantly as have others. I can DM but it’s just a shitty design for your new keyboard. I type letters as a,ways and the stupid numbers appear instead.",Keyboard,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
1559956,"@116333 hi,I am Apple user since 2007. Yesterday morning I got defected screen on iPhone X from Etisalat UAE at the Dubai Mall.","[Customer]: @116333 hi,I am Apple user since 2007. Yesterday morning I got defected screen on iPhone X from Etisalat UAE at the Dubai Mall.
[AppleSupport]: Go ahead and send us a DM with more information so we can look into this. [URL]",Screen & Camera,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
2977685,SUPPORT ME!!! WHY DID MY BACK CAMERA DECIDE TO BREAK AND TURN MY SCREEN BLACK WHEN TRYING TO TAKE A PICTURE MID USE???????!!,"[Customer]: SUPPORT ME!!! WHY DID MY BACK CAMERA DECIDE TO BREAK AND TURN MY SCREEN BLACK WHEN TRYING TO TAKE A PICTURE MID USE???????!!
[AppleSupport]: We'd love to help. Is the rear camera physically broken or is it just no longer working properly? DM the answer below. [URL]",Screen & Camera,ESCALATE,Physical hardware damage or component failure requiring hands-on inspection or hardware repair.
2031239,My @115858 laptop won't let me access the @65062 webiste. Anyone else having this issue? Says it's not secure. I just want to renew,"[Customer]: My @115858 laptop won't let me access the @65062 webiste. Anyone else having this issue? Says it's not secure. I just want to renew
[AppleSupport]: Thanks for reaching out! Check here for more information if Safari can't establish a secure connection: [URL]",Apps & Storage,AUTO-HANDLE,Standard self-service troubleshooting and guidance provided publicly.
990420,there is a bug in iOS 11 when we take person on con call screen gets stuck #Iphone6 @115858,"[Customer]: there is a bug in iOS 11 when we take person on con call screen gets stuck #Iphone6 @115858
[AppleSupport]: We'll work to get this resolved & back to enjoying your device. Which version of iOS 11 is currently installed on your iPhone?
[Customer]: @115858 11.0.3",Phone Performance,AUTO-HANDLE,"General performance lag addressable with standard restart, cache clearing, and storage checks."
1395690,Yo @115858 used your headphone transfer cable twice and it’s already broken...#bringbacktheheadphonejack,"[Customer]: Yo @115858 used your headphone transfer cable twice and it’s already broken...#bringbacktheheadphonejack
[AppleSupport]: We want to help. Reach out to us in a DM and we will continue there. [URL]",Sound & Bluetooth,ESCALATE,Physical hardware damage or component failure requiring hands-on inspection or hardware repair.
2890643,"Iphone 6 user who recently updated software to 11.1.2. Troubled by unexpected freezing of phone, blank screen and unresponsivness of applications.","[Customer]: Iphone 6 user who recently updated software to 11.1.2. Troubled by unexpected freezing of phone, blank screen and unresponsivness of applications.
[AppleSupport]: We're here for you! Send us a DM, and we'll take a closer look at your iPhone together. [URL]",Phone Performance,ESCALATE,Troubleshooting could not be resolved publicly and required private DM assistance.
1339696,after recent update my volume up button doesn’t work,"[Customer]: after recent update my volume up button doesn’t work
[AppleSupport]: We know how important adjusting the volume is. We'll be happy to see how we can help. Which device and iOS version are you on?
[Customer]: I am using MacBook air and I run the latest version of ios",Sound & Bluetooth,AUTO-HANDLE,Audio/Bluetooth settings behavior or volume adjustment resolvable via standard configuration steps.
